cycle,year,V_total,U_circ,D_total,ratio_D_V,kappa,eta_global,V_ON,gini,top10_share,top20_share,median_wealth,mean_wealth,eta_mean,eta_std,population,entreprises,age_median,age_mean,deaths,births,RU_total,U_burn,V_burned,V_salaries,staking_volume,r_ic,nu_eff,tau_eng,D_materiel,D_services,D_contractuel,D_engagement,D_regulateur
10,0,5000.0,0.0,4943.005833175349,0.9821555961401491,2.0,2.0,5032.813387818853,0.6000000000000001,0.4,0.8,2.5,10.0,0.8349220973438422,0.0919661439159885,500,150,43.0,43.678,0,0,4174.61048671921,5.422628918655192,0.0,0.0,0,0.0,0.0021560711252260945,0,4943.005833175349,0.0,0.0,0.0,0.0
11,0,5000.0,0.0,4937.856872061128,0.9806042396787638,2.0,2.0,5035.5247022781805,0.6000000000000001,0.4,0.8,2.5,10.0,0.8349220973438422,0.0919661439159885,500,150,43.0,43.678,0,0,4174.61048671921,5.422628918655192,0.0,0.0,0,0.0,0.0021549095906396322,0,4937.856872061128,0.0,0.0,0.0,0.0
12,1,4997.5,0.0,4935.210670279636,0.9795513060294095,2.0,2.0,5038.236016737508,0.60079939969985,0.400200100050025,0.80040020010005,2.5,9.995,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,1,1,4174.61048671921,5.422628918655192,0.0,0.0,0,0.0,0.002153749306880325,0,4932.713274444636,0.0,0.0,0.0,2.497395835
13,1,4997.5,0.0,4930.069829121569,0.9784899007668056,2.0,2.0,5038.447331196836,0.60079939969985,0.400200100050025,0.80040020010005,2.5,9.995,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,0,0,4173.772137144837,5.422628918655192,0.0,0.0,0,0.0,0.0021525902719287835,0,4927.5750347388985,0.0,0.0,0.0,2.494794382670139
14,1,4997.5,0.0,4924.934343002947,0.9769449226214366,2.0,2.0,5041.158645656164,0.60079939969985,0.400200100050025,0.80040020010005,2.5,9.995,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,0,0,4173.772137144837,5.422628918655192,0.0,0.0,0,0.0,0.0021524999914476024,0,4922.442147362762,0.0,0.0,0.0,2.4921956401847205
15,1,4997.5,0.0,4919.804206345608,0.9754026660578214,2.0,2.0,5043.869960115491,0.60079939969985,0.400200100050025,0.80040020010005,2.5,9.995,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,0,0,4173.772137144837,5.422628918655192,0.0,0.0,0,0.0,0.002151342300376812,0,4917.314606740887,0.0,0.0,0.0,2.489599604720992
16,1,4998.073628490929,0.0,4914.679413577201,0.9738631255852049,2.0,2.0,5046.581274574819,0.6008006851918064,0.400177123101342,0.8003312922194671,2.5,9.996147256981855,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,0,0,4173.772137144837,5.422628918655192,0.8604427363902358,0.5736284909268239,0,0.0,0.0021501858539315034,0,4912.192407303742,0.0,0.0,0.0,2.4870062734591407
17,1,4999.0559748161,0.0,4909.5599591311775,0.9724920167009826,2.0,2.0,5048.432146297759,0.6007849109517047,0.4001299267675828,0.8002054630439244,2.5,9.998111949632193,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,0,0,4173.772137144837,5.422628918655192,1.4735194877552884,0.9823463251701924,0,0.0,0.0021490306501056227,0,4907.0755434875955,0.0,0.0,0.0,2.4844156435822917
18,1,5000.120064708118,0.0,4904.4458374467895,0.971240872074495,2.0,2.0,5049.6699412693315,0.60075798388373,0.4000915928012283,0.8000819878552208,2.5,10.00024012941623,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,0,0,4173.772137144837,5.422628918655192,1.5961348380283005,1.064089892018867,0,0.0,0.0021482427658780553,0,4901.964009734513,0.0,0.0,0.0,2.481827712276504
19,1,5001.200503313506,0.0,4899.337042969079,0.9700149433609553,2.0,2.0,5050.7851208906295,0.6007167515895329,0.4000526865607702,0.7999566693494861,2.5,10.002401006627009,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,0,0,4173.772137144837,5.422628918655192,1.6206579080829022,1.0804386053886015,0,0.0,0.002147716180155771,0,4896.857800492348,0.0,0.0,0.0,2.479242476730768
20,1,5002.284211661569,0.0,4894.233570148878,0.9687953120310451,2.0,2.0,5051.875777441874,0.6006486831481179,0.3999963480451175,0.7998136945560391,2.5114725698185363,10.004568423323134,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,0,0,4173.772137144837,5.422628918655192,1.6255625220938226,1.0837083480625485,0,0.0,0.002147241978767449,0,4891.756910214741,0.0,0.0,0.0,2.4766599341370017
21,1,5003.368573958166,0.0,4889.135413442795,0.9675781984517812,2.0,2.0,5052.9615293791085,0.6005774896973686,0.39994866901814097,0.7996793645359016,2.519646926503404,10.00673714791633,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,0,0,4173.772137144837,5.422628918655192,1.626543444896006,1.0843622965973374,0,0.0,0.0021467784076832776,0,4886.661333361105,0.0,0.0,0.0,2.474080081690049
22,1,5004.453067044471,0.0,4884.042567313215,0.9663628461284404,2.0,2.0,5054.046300393539,0.6005128063048659,0.3999053390185857,0.799549410649606,2.5212817978403774,10.008906134088939,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,0,0,4173.772137144837,5.422628918655192,1.6267396294564447,1.0844930863042965,0,0.0,0.0021463171200203092,0,4881.571064396628,0.0,0.0,0.0,2.471502916587675
23,1,5005.537586288718,0.0,4878.955026228292,0.9651491022994864,2.0,2.0,5055.130875223411,0.6004259904727023,0.399844442965718,0.7994065101087449,2.521674166961251,10.011075172577428,0.8347544274289678,0.09216352181702742,500,151,44.0,44.604,0,0,4173.772137144837,5.422628918655192,1.6267788663685305,1.084519244245687,0,0.0,0.002145856447034509,0,4876.486097792262,0.0,0.0,0.0,2.468928436030565
24,2,5006.6221107645515,0.0,4873.87278466194,0.9639369347745036,2.0,2.0,5056.215410816371,0.6003544269442722,0.39978128154455095,0.7992636707883574,2.521687245931947,10.013244221529098,0.8347544274289678,0.09216352181702742,500,151,45.0,45.604,0,0,4173.772137144837,5.422628918655192,1.6267867137509495,1.0845244758339665,0,0.0,0.002145396055019264,0,4871.4064280247185,0.0,0.0,0.0,2.4663566372223187
25,2,5005.206636286705,0.0,4871.293232928833,0.9632201554400972,2.0,2.0,5057.299938561948,0.601052993055148,0.39991788593997546,0.7995417059532374,2.5216903848849137,10.0104132725734,0.8351141946004343,0.09174070490351968,500,151,45.0,45.59,1,1,4173.772137144837,5.422628918655192,1.6267882832274314,1.084525522151621,0,0.0,0.00214493587716021,0,4866.332049576464,0.0,0.0,0.0,4.96118335236945
26,2,5006.29116201812,0.0,4866.218972392061,0.9624861893762012,2.0,2.0,5055.88446473805,0.6009747137209167,0.39987448558454736,0.7994248236456892,2.5216905104430323,10.012582324036229,0.8351141946004343,0.09174070490351968,500,151,45.0,45.59,0,0,4175.57097300217,5.422628918655192,1.6267885971227305,1.0845257314151537,0,0.0,0.0021444758999985777,0,4861.26295693571,0.0,0.0,0.0,4.956015456351521
27,2,5007.3756877913875,0.0,4861.149997539966,0.9612773988876989,2.0,2.0,5056.968990600255,0.6008802582354984,0.3998091311750417,0.7992906651108123,2.521690515465357,10.014751375582765,0.8351141946004343,0.09174070490351968,500,151,45.0,45.59,0,0,4175.57097300217,5.422628918655192,1.6267886599017902,1.0845257732678604,0,0.0,0.0021450762795214087,0,4856.19914459641,0.0,0.0,0.0,4.950852943555165
28,2,5008.460213573027,0.0,4856.086302866628,0.960070170693486,2.0,2.0,5058.05351639968,0.6007760910165398,0.399748541651764,0.799143572350139,2.5412883960379156,10.016920427146044,0.8351141946004343,0.09174070490351968,500,151,45.0,45.59,0,0,4175.57097300217,5.422628918655192,1.6267886724576022,1.0845257816384015,0,0.0,0.0021446162429449795,0,4851.140607058255,0.0,0.0,0.0,4.9456958083728635
29,2,5009.544739356336,0.0,4851.0278828718665,0.9588645026920949,2.0,2.0,5059.1380421865515,0.6006656128015087,0.39969660516796834,0.799009532791114,2.541337442152913,10.019089478712667,0.8351141946004343,0.09174070490351968,500,151,45.0,45.59,0,0,4175.57097300217,5.422628918655192,1.6267886749687626,1.0845257833125084,0,0.0,0.0021441564036732523,0,4846.087338826664,0.0,0.0,0.0,4.940544045202939
30,2,5010.629265139985,0.0,4845.974732061228,0.9576603927926456,2.0,2.0,5060.222567970906,0.6005883904746536,0.3996615502124163,0.7988971957590798,2.54297231338944,10.021258530279963,0.8351141946004343,0.09174070490351968,500,151,45.0,45.59,0,0,4175.57097300217,5.422628918655192,1.6267886754709946,1.0845257836473299,0,0.0,0.0021436967615580385,0,4841.039334412778,0.0,0.0,0.0,4.935397648449549
31,2,5011.713790923699,0.0,4840.92684494598,0.9564578389087048,2.0,2.0,5061.3070937547645,0.6004852871766577,0.39960103182918216,0.798767595491049,2.5433646669411067,10.023427581847391,0.8351141946004343,0.09174070490351968,500,151,45.0,45.59,0,0,4175.57097300217,5.422628918655192,1.6267886755714405,1.0845257837142936,0,0.0,0.002143237316468318,0,4835.996588333457,0.0,0.0,0.0,4.93025661252268
32,2,5012.798316707427,0.0,4835.884216043112,0.9552568389570667,2.0,2.0,5062.39161953852,0.6003977136572527,0.3995491931653957,0.7986510323836127,2.5433776831327433,10.025596633414848,0.8351141946004343,0.09174070490351968,500,151,45.0,45.59,0,0,4175.57097300217,5.422628918655192,1.6267886755915324,1.0845257837276883,0,0.0,0.00214277806827658,0,4830.959095111274,0.0,0.0,0.0,4.92512093183814
33,2,5013.882842491157,0.0,4830.846839875324,0.954057390857496,2.0,2.0,5063.476145322257,0.6002843421752242,0.39949280204073484,0.7985215414281047,2.543380874401593,10.027765684982308,0.8351141946004343,0.09174070490351968,500,151,45.0,45.59,0,0,4175.57097300217,5.422628918655192,1.6267886755955498,1.0845257837303668,0,0.0,0.0021423190168561126,0,4825.926849274506,0.0,0.0,0.0,4.919990600817556
34,2,5014.967368274888,0.0,4825.814710971018,0.9528594925326792,2.0,2.0,5064.560671105989,0.6001750106191044,0.39943439703371936,0.7983921064794539,2.543381030302589,10.029934736549771,0.8351141946004343,0.09174070490351968,500,151,45.0,45.59,0,0,4175.57097300217,5.422628918655192,1.6267886755963514,1.084525783730901,0,0.0,0.0021418601620804426,0,4820.899845357129,0.0,0.0,0.0,4.914865613888365
35,2,5016.051894058622,0.0,4820.7878238643,0.9516631419082092,2.0,2.0,5065.64519688972,0.6000845862679767,0.39935286689997634,0.7982497548390882,2.5433810313473932,10.032103788117231,0.8351141946004343,0.09174070490351968,500,151,45.0,45.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965117,1.084525783731008,0,0.0,0.0021414015038232364,0,4815.878077898816,0.0,0.0,0.0,4.9097459654838085
36,3,5017.136419842351,0.0,4815.766173094966,0.9504683369125781,2.0,2.0,5066.729722673454,0.599994647933036,0.3992925166525215,0.7981247578854319,2.554850331404177,10.034272839684693,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.626788675596546,1.0845257837310307,0,0.0,0.0021409430419582717,0,4810.861541444923,0.0,0.0,0.0,4.904631650042927
37,3,5018.220945626084,0.0,4810.7497532085035,0.9492750754771767,2.0,2.0,5067.814248457183,0.5998823732311271,0.39922783492866765,0.7979825255531833,2.5548536005190607,10.036441891252155,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.002140484776359434,0,4805.850230546493,0.0,0.0,0.0,4.899522662010553
38,3,5019.305471409812,0.0,4805.7385587560775,0.9480833555362825,2.0,2.0,5068.898774240916,0.599772951038418,0.3991502162518543,0.7978273904322659,2.5630278923529928,10.038610942819618,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021400267069007226,0,4800.84413976024,0.0,0.0,0.0,4.894418995837308
39,3,5020.389997193542,0.0,4800.732584294532,0.9468931750270652,2.0,2.0,5069.9833000246435,0.5996723472235073,0.3990812720784727,0.7976809633056371,2.564662829189417,10.04077999438708,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021395688334562364,0,4795.843263648552,0.0,0.0,0.0,4.8893206459795895
40,3,5021.474522977272,0.0,4795.73182438638,0.9457045318895725,2.0,2.0,5071.0678258083735,0.5995610924724004,0.39901032289349503,0.7975345994289549,2.565055193074719,10.042949045954542,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.002139111155900192,0,4790.84759677948,0.0,0.0,0.0,4.884227606899574
41,3,5022.5590487610025,0.0,4790.736273599799,0.9445174240667336,2.0,2.0,5072.1523515921035,0.5994644125807234,0.3989535807989541,0.7974098918529963,2.5650682636790587,10.045118097522005,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021386536741069035,0,4785.857133726733,0.0,0.0,0.0,4.879139873065205
42,3,5023.643574544734,0.0,4785.745926508623,0.9433318495043507,2.0,2.0,5073.236877375834,0.5993330055418302,0.39888904138284553,0.7972722850637688,2.5650708929664754,10.047287149089467,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021381963879507984,0,4780.871869069672,0.0,0.0,0.0,4.874057438950189
43,3,5024.728100328465,0.0,4780.76077769234,0.9421478061510966,2.0,2.0,5074.321403159566,0.5992099817425547,0.3988245134585224,0.7971390544301168,2.5650715438847413,10.049456200656929,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021377392973064104,0,4775.891797393306,0.0,0.0,0.0,4.868980299033987
44,3,5025.8126261122,0.0,4775.780821736084,0.9409652919585104,2.0,2.0,5075.405928943297,0.5991042929058292,0.3987859051700037,0.797031776231995,2.5650715469820096,10.051625252224389,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.00213728240204838,0,4770.916913288283,0.0,0.0,0.0,4.863908447801814
45,3,5026.897151895931,0.0,4770.80605323063,0.9397843048809911,2.0,2.0,5076.490454727032,0.599029833495248,0.3987368269429896,0.7969202294317749,2.5650715470220193,10.053794303791852,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.002136825702051456,0,4765.9472113508855,0.0,0.0,0.0,4.858841879744626
46,3,5027.981677679664,0.0,4765.836466772385,0.9386048428757976,2.0,2.0,5077.5749805107625,0.5989356412978153,0.39868565378083076,0.7967957888701169,2.5650715470238623,10.055963355359314,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.002136369197190492,0,4760.982686183026,0.0,0.0,0.0,4.853780589359119
47,3,5029.066203463396,0.0,4760.872056963388,0.9374269039030393,2.0,2.0,5078.659506294496,0.5988425162725557,0.39862570758997873,0.7966714019800529,2.5765441011434147,10.058132406926777,0.8351141946004343,0.09174070490351968,500,151,46.0,46.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021359128873404526,0,4756.02333239224,0.0,0.0,0.0,4.848724571147724
48,4,5030.150729247123,0.0,4755.9128184113,0.9362504859256772,2.0,2.0,5079.744032078228,0.5987267659962034,0.39854410976290694,0.7965255082241671,2.58471834263276,10.060301458494237,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021354567723764037,0,4751.069144591681,0.0,0.0,0.0,4.843673819618594
49,4,5031.235255030852,0.0,4750.9587457293965,0.9350755869095158,2.0,2.0,5080.828557861955,0.5986355886189691,0.39848187215997727,0.7964012332207229,2.5867130029562437,10.062470510061699,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.002135000852173523,0,4746.120117400111,0.0,0.0,0.0,4.838628329285608
50,4,5032.319780814581,0.0,4746.009833536567,0.9339022048231992,2.0,2.0,5081.913083645684,0.5985281712581338,0.39841321922853823,0.7962727015408914,2.5867600876692762,10.06463956162916,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021345451266070936,0,4741.1762454418995,0.0,0.0,0.0,4.833588094668354
51,4,5033.404306598311,0.0,4741.066076457307,0.9327303376382093,2.0,2.0,5082.9976094294125,0.5984317767321825,0.3983618486912224,0.7961657718154416,2.5867620464763657,10.066808613196622,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021340895955525014,0,4736.237523347015,0.0,0.0,0.0,4.828553110292133
52,4,5034.48883238204,0.0,4736.127469121709,0.9315599833288596,2.0,2.0,5084.082135213143,0.5983310002466375,0.3983041629872782,0.7960416546198248,2.586762062150211,10.068977664764086,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.002133634258885243,0,4731.30394575102,0.0,0.0,0.0,4.823523370687948
53,4,5035.57335816577,0.0,4731.194006165458,0.9303911398722923,2.0,2.0,5085.1666609968715,0.5982372694585554,0.3982614536535605,0.7959175908871566,2.5867620626934595,10.071146716331548,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021331791164809167,0,4726.375507295065,0.0,0.0,0.0,4.818498870392497
54,4,5036.657883949502,0.0,4726.265682229832,0.929223805248473,2.0,2.0,5086.2511867806015,0.5981442950456888,0.39820583985238117,0.795797887112384,2.5867620626984817,10.07331576789901,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021327241682152324,0,4721.452202625884,0.0,0.0,0.0,4.813479603948171
55,4,5037.7424097332305,0.0,4721.342491961686,0.9280579774401866,2.0,2.0,5087.335712564334,0.5980357739574635,0.3981416420637936,0.7956610124678049,2.5981921122599596,10.075484819466475,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021322694139640024,0,4716.534026395783,0.0,0.0,0.0,4.808465565903044
56,4,5038.826935516963,0.0,4716.424430013455,0.9268936544330358,2.0,2.0,5088.420238348062,0.5979310852232012,0.39808597827408276,0.7955371107703068,2.6064085183587746,10.077653871033935,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021318148536031444,0,4711.620973262644,0.0,0.0,0.0,4.803456750810873
57,4,5039.911461300694,0.0,4711.51149104314,0.9257308342154317,2.0,2.0,5089.504764131795,0.5978290280322982,0.39801324262371024,0.795404654898294,2.6080418986882337,10.079822922601398,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.002131360487008687,0,4706.713037889909,0.0,0.0,0.0,4.798453153231082
58,4,5040.995987084429,0.0,4706.603669714311,0.9245695147785951,2.0,2.0,5090.589289915526,0.5976960667635305,0.39793625153716594,0.7952550447259599,2.608370756311504,10.08199197416886,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021309063140567564,0,4701.810214946582,0.0,0.0,0.0,4.793454767728769
59,4,5042.080512868157,0.0,4701.700960696094,0.9234096941165485,2.0,2.0,5091.673815699261,0.5976088233566328,0.39788465194900624,0.7951356121998407,2.6084361615444545,10.084161025736321,0.8351141946004343,0.09174070490351968,500,151,47.0,47.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.002130452334623592,0,4696.912499107219,0.0,0.0,0.0,4.788461588874688
60,5,5043.1650386518895,0.0,4696.80335866317,0.9222513702261164,2.0,2.0,5092.758341482989,0.5974944893925662,0.3978291935673152,0.7950162310413255,2.608450616527332,10.086330077303783,0.8351141946004343,0.09174070490351968,500,151,48.0,48.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021299985485855326,0,4692.019885051925,0.0,0.0,0.0,4.783473611245252
61,5,5044.2495644356195,0.0,4691.910858295764,0.9210945411069132,2.0,2.0,5093.842867266721,0.5973778963953613,0.39777805959034584,0.7948840010730303,2.6084525522151605,10.088499128871245,0.8351141946004343,0.09174070490351968,500,151,48.0,48.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021295449558190295,0,4687.132367466342,0.0,0.0,0.0,4.778490829422521
62,5,5045.334090219352,0.0,4687.023454279646,0.9199392047613492,2.0,2.0,5094.927393050451,0.5972696797400365,0.3977054521010465,0.794743229704511,2.6084525731414816,10.090668180438708,0.8351141946004343,0.09174070490351968,500,151,48.0,48.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021290915562006303,0,4682.249941041652,0.0,0.0,0.0,4.773513237994199
63,5,5046.418616003081,0.0,4682.1411413061205,0.918785359194618,2.0,2.0,5096.011918834184,0.5971466128023843,0.3976543666946404,0.7946154134418514,2.6084525783714216,10.092837232006168,0.8351141946004343,0.09174070490351968,500,151,48.0,48.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021286383496069952,0,4677.372600474567,0.0,0.0,0.0,4.76854083155363
64,5,5047.503141786811,0.0,4677.26391407202,0.9176330024146984,2.0,2.0,5097.096444617913,0.5970094262397858,0.3975818169890964,0.7944618684475131,2.6186904933579243,10.095006283573632,0.8351141946004343,0.09174070490351968,500,151,48.0,48.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021281853359148848,0,4672.500340467321,0.0,0.0,0.0,4.763573604699789
65,5,5048.587667570542,0.0,4672.391767279704,0.9164821324323459,2.0,2.0,5098.180970401643,0.5969047456838645,0.3975221875130048,0.7943298711874215,2.6238079650011246,10.097175335141094,0.8351141946004343,0.09174070490351968,500,151,48.0,48.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021277325150011682,0,4667.633155727667,0.0,0.0,0.0,4.758611552037276
66,5,5049.672193354275,0.0,4667.524695637049,0.915332747261091,2.0,2.0,5099.265496185374,0.5967767120051484,0.3974517046572452,0.794189339764945,2.6280995047676905,10.099344386708555,0.8351141946004343,0.09174070490351968,500,151,48.0,48.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021272798867428156,0,4662.7710409688725,0.0,0.0,0.0,4.753654668176311
67,5,5050.756719138003,0.0,4662.662693857443,0.9141848449172347,2.0,2.0,5100.350021969107,0.5966699009356145,0.39738995748682976,0.7940574577100148,2.630059386019477,10.101513438276019,0.8351141946004343,0.09174070490351968,500,151,48.0,48.59,0,0,4175.57097300217,5.422628918655192,1.6267886755965526,1.0845257837310351,0,0.0,0.0021268274510169035,0,4657.91399090971,0.0,0.0,0.0,4.74870294773273
