cycle,year,V_total,U_circ,D_total,ratio_D_V,kappa,eta_global,V_ON,gini,top10_share,top20_share,median_wealth,mean_wealth,eta_mean,eta_std,population,entreprises,age_median,age_mean,deaths,births,RU_total,U_burn,V_burned,V_salaries,staking_volume,r_ic,nu_eff,tau_eng,D_materiel,D_services,D_contractuel,D_engagement,D_regulateur
50,4,35937.59405856041,0.0,22456.31230656475,0.43681688006291663,2.0,2.0,51408.984706200616,0.43900253995206895,0.3048890069500859,0.5858875809466528,4.918350809136971,8.960496783081652,0.8334051810931026,0.09137583183829046,4069,1219,47.0,46.594249201277954,1,1,67828.96954224863,304.0960683376184,423.74331466613216,282.495543110755,0,0.0,0.008388391614650095,0.0,22311.98224563546,0.0,0.0,0.0,144.33006092928872
51,4,36239.444748888636,0.0,22432.92046428749,0.43249990512374203,2.0,2.0,51868.035573023386,0.43593292460600375,0.30325889653457244,0.5825466796830333,5.007732176779396,9.039177268850821,0.8334051810931026,0.09137583183829046,4069,1219,47.0,46.594249201277954,0,0,67822.5136373568,334.09606833761836,452.7760354922413,301.85069032816114,0,0.0,0.008285809351829593,0.0,22288.74074620947,0.0,0.0,0.0,144.1797180780211
52,4,36582.89293869719,0.0,22409.55298835666,0.42786581982111777,2.0,2.0,52375.18855263,0.43228218345881086,0.30135194522860154,0.5789186453192735,5.098245844323775,9.127592965446148,0.8334051810931026,0.09137583183829046,4069,1219,47.0,46.594249201277954,0,0,67822.5136373568,374.09606833761836,515.1722847127203,343.4481898084801,0,0.0,0.009003452927920447,0.0,22265.523456523773,0.0,0.0,0.0,144.02953183288793
53,4,36908.551831089724,0.0,22386.20985339081,0.4232496586120895,2.0,2.0,52891.26499664324,0.4291971509135535,0.29973061866682815,0.5755552462571459,5.1586869976502125,9.212639166463621,0.8334051810931026,0.09137583183829046,4069,1219,47.0,46.594249201277954,0,0,67822.5136373568,354.09606833761836,488.48833858907557,325.6588923927175,0,0.0,0.009961408127424805,0.0,22242.33035136005,0.0,0.0,0.0,143.87950203075889
54,4,37220.38189547062,0.0,22393.34816091189,0.419345750471733,2.0,2.0,53400.6798345304,0.4260923702961166,0.29822133559316355,0.5721452931582303,5.21819891869987,9.291780752640697,0.8333588804747621,0.09133968990508536,4069,1218,47.0,46.57630867535021,2,2,67822.5136373568,344.09606833761836,513.4784254660692,342.3189503107129,0,0.0,0.009376183434336102,0.0,22219.16140552625,0.0,0.0,0.0,174.18675538563764
55,4,37545.17172305425,0.0,22370.021905866593,0.41578665287341565,2.0,2.0,53801.68351069471,0.4232943279915975,0.2967556717668911,0.5690711877471751,5.286703382235038,9.37403125964603,0.8333588804747621,0.09133968990508536,4069,1218,47.0,46.57630867535021,0,0,67818.74569303625,334.09606833761836,487.1847413753736,324.7898275835827,0,0.0,0.0090275826540826,0.0,22196.01659385657,0.0,0.0,0.0,174.00531201002264
56,4,37858.28989222677,0.0,22346.719948848124,0.4117473818005071,2.0,2.0,54272.8890008466,0.42031761204821905,0.2951814038492433,0.5660513339560622,5.349934647298434,9.453216440783699,0.8333588804747621,0.09133968990508536,4069,1218,47.0,46.57630867535021,0,0,67818.74569303625,324.09606833761836,469.6772537587586,313.11816917250536,0,0.0,0.008676569997841947,0.0,22172.89589121141,0.0,0.0,0.0,173.82405763671426
57,4,38181.766487838555,0.0,22323.442264546204,0.4077741384101043,2.0,2.0,54744.624932773935,0.4174662315832698,0.2936885443959572,0.5628625173164472,5.4496418792556955,9.536285388024195,0.8333588804747621,0.09133968990508536,4069,1218,47.0,46.57630867535021,0,0,67818.74569303625,364.0960683376184,485.2148934178593,323.4765956119065,0,0.0,0.0083681210652958,0.0,22149.79927247737,0.0,0.0,0.0,173.64299206883638
58,4,38515.64816384001,0.0,22300.188827676913,0.403442322763973,2.0,2.0,55274.78791738777,0.4143545657579353,0.29211659406709806,0.5596197053912556,5.586899963909684,9.62137894325721,0.8333588804747621,0.09133968990508536,4069,1218,47.0,46.57630867535021,0,0,67818.74569303625,294.09606833761836,500.8225140021698,333.8816760014467,0,0.0,0.009255821558844215,0.0,22126.726712567197,0.0,0.0,0.0,173.46211510971796
59,4,38875.34797071802,0.0,22282.72310118287,0.40031184104383355,2.0,2.0,55663.41241138292,0.41139529785843343,0.29056593973495515,0.5564784230221504,5.684828553239042,9.71485374970887,0.8333588988145529,0.0913396975209388,4069,1218,47.0,46.56869009584665,1,1,67818.74569303625,394.09606833761836,548.2039574001749,365.46930493345025,0,0.0,0.007477534421828003,0.0,22103.678186419784,0.0,0.0,0.0,179.0449147630861
60,5,39254.10359753114,0.0,22259.51207983729,0.39625105487518186,2.0,2.0,56175.27526040021,0.4081641575993471,0.2887605201521687,0.5529802943349724,5.8107367730748996,9.812922116488092,0.8333588988145529,0.0913396975209388,4069,1218,48.0,47.56869009584665,0,0,67818.74718552842,404.09606833761836,568.1334402196342,378.75562681308935,0,0.0,0.00987054188255189,0.0,22080.653669000116,0.0,0.0,0.0,178.85841083717398
