cycle,year,V_total,U_circ,D_total,ratio_D_V,kappa,eta_global,V_ON,gini,top10_share,top20_share,median_wealth,mean_wealth,eta_mean,eta_std,population,entreprises,age_median,age_mean,deaths,births,RU_total,U_burn,V_burned,V_salaries,staking_volume,r_ic,nu_eff,tau_eng,D_materiel,D_services,D_contractuel,D_engagement,D_regulateur
30,2,10020.109706812424,0.0,9696.817336369559,0.9627501984218231,2.0,2.0,10071.997234864197,0.6011210948030117,0.39971920803136096,0.7990875413053996,2.535393168673715,10.020109706812447,0.8327836110464842,0.08852491070064701,1000,300,45.0,45.136,1,1,8327.026508740446,8.39002658762029,2.517007976286079,1.678005317524053,0,0.0,0.0016662881079288244,0,9682.078668825556,0.0,0.0,0.0,14.73866754400236
31,2,10021.787712129946,0.0,9686.71649144205,0.9618274332376417,2.0,2.0,10071.158460135875,0.6010339708761605,0.3996706430040321,0.7989872326470193,2.536023118505197,10.02178771212997,0.8327836110464842,0.08852491070064701,1000,300,45.0,45.136,0,0,8327.836110464845,8.39002658762029,2.517007976286082,1.678005317524055,0,0.0,0.001666010502580011,0,9671.993176666914,0.0,0.0,0.0,14.723314775136469
32,2,10020.93513528566,0.0,9679.154114361696,0.960916435758497,2.0,2.0,10072.836465453398,0.6013464728231188,0.3997213913940072,0.7990803276325137,2.5497628964248427,10.020935135285677,0.8328410534753148,0.08850115940448727,1000,300,45.0,45.107,1,1,8327.836110464845,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016661492559828309,0,9661.918190222548,0.0,0.0,0.0,17.235924139148498
33,2,10022.61314060319,0.0,9669.071668612007,0.959996737042761,2.0,2.0,10071.983888609111,0.6012862270339929,0.3996889870050973,0.7989967706367587,2.5499255608281883,10.022613140603202,0.8328410534753148,0.08850115940448727,1000,300,45.0,45.107,0,0,8328.41053475315,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.001665871696893997,0,9651.853698549012,0.0,0.0,0.0,17.21797006299417
34,2,10024.291145920713,0.0,9658.99972540325,0.9588369976191687,2.0,2.0,10073.661893926641,0.601199756610634,0.39964576143596325,0.7988965022235935,2.550317252260091,10.024291145920724,0.8328410534753148,0.08850115940448727,1000,300,45.0,45.107,0,0,8328.41053475315,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.001666012710188898,0,9641.799690714259,0.0,0.0,0.0,17.20003468899053
35,2,10025.969151238241,0.0,9648.938273795287,0.9576786858098092,2.0,2.0,10075.339899244165,0.6011280303090485,0.3996042248167069,0.798799614691389,2.550339243228988,10.025969151238249,0.8328410534753148,0.08850115940448727,1000,300,45.0,45.107,0,0,8328.41053475315,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016657351965879647,0,9631.756155797631,0.0,0.0,0.0,17.18211799765619
36,3,10025.080155462318,0.0,9641.451629995068,0.9567762726342431,2.0,2.0,10077.017904561693,0.6014359173652466,0.39966135107912737,0.7988972309018235,2.550340137504251,10.02508015546232,0.8328595685336763,0.08851393359141277,1000,300,46.0,46.082,1,1,8328.41053475315,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.001665457775424469,0,9621.723082889846,0.0,0.0,0.0,19.728547105222187
37,3,10024.205357608218,0.0,9633.958601644814,0.9561170454304718,2.0,2.0,10076.12890878577,0.6017537613280031,0.3997136445257685,0.7989954067124847,2.5503401594647332,10.024205357608219,0.8327821996603888,0.08852980857772579,1000,301,46.0,46.034,1,1,8328.595685336764,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016651804466522322,0,9611.700461092985,0.0,0.0,0.0,22.25814055182913
38,3,10025.883362925753,0.0,9623.923234524073,0.9552040205201472,2.0,2.0,10075.25411093167,0.6016707550206184,0.3996626673086223,0.7988867860848444,2.550340159525618,10.025883362925743,0.8327821996603888,0.08852980857772579,1000,301,46.0,46.034,0,0,8327.82199660389,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016653273620397412,0,9601.68827952048,0.0,0.0,0.0,22.23495500359307
39,3,10027.561368243283,0.0,9613.898320904058,0.9540501225964897,2.0,2.0,10076.932116249205,0.6015887773346054,0.3996111341217128,0.7987815485966441,2.5528031350313922,10.027561368243267,0.8327821996603888,0.08852980857772579,1000,301,46.0,46.034,0,0,8327.82199660389,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016654719563880967,0,9591.686527297104,0.0,0.0,0.0,22.211793606954295
40,3,10029.239373560815,0.0,9603.883849895716,0.9528976450180193,2.0,2.0,10078.610121566735,0.601507331404618,0.39956643616234777,0.7986847118894861,2.564256694394719,10.029239373560792,0.8327821996603888,0.08852980857772579,1000,301,46.0,46.034,0,0,8327.82199660389,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.001665194622893459,0,9581.69519355896,0.0,0.0,0.0,22.188656336754914
41,3,10030.91737887834,0.0,9593.879810621329,0.9517465859963189,2.0,2.0,10080.288126884267,0.601422330917684,0.3995183585138201,0.7985812162472423,2.5665475237299207,10.030917378878316,0.8327821996603888,0.08852980857772579,1000,301,46.0,46.034,0,0,8327.82199660389,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016649173817462936,0,9571.714267453466,0.0,0.0,0.0,22.16554316786323
42,3,10032.59538419586,0.0,9583.886192214519,0.9505969437452874,2.0,2.0,10081.966132201791,0.6013360175508844,0.39946799499092805,0.7984827728860947,2.567005584714191,10.03259538419584,0.8327821996603888,0.08852980857772579,1000,301,46.0,46.034,0,0,8327.82199660389,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016646402329004812,0,9561.743738139345,0.0,0.0,0.0,22.142454075173735
43,3,10034.27338951338,0.0,9573.902983820219,0.9494487164811337,2.0,2.0,10083.644137519312,0.6012644877052622,0.3994249715043927,0.7983943960930067,2.5671156312466072,10.034273389513364,0.8327821996603888,0.08852980857772579,1000,301,46.0,46.034,0,0,8327.82199660389,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016643631763099368,0,9551.783594786612,0.0,0.0,0.0,22.119389033607064
44,3,10033.401054708027,0.0,9566.477858114953,0.9485545154261243,2.0,2.0,10085.322142836832,0.6015737844576794,0.3994763830298121,0.7984989317665108,2.567120011081604,10.033401054708014,0.8329609942525911,0.08827371410661498,1000,301,45.5,45.985,1,1,8327.82199660389,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016640862119286035,0,9541.833826576565,0.0,0.0,0.0,24.6440315383873
45,3,10035.07906002555,0.0,9556.512783390403,0.9476484057443951,2.0,2.0,10084.449808031479,0.6014890378208899,0.39943628515653506,0.7984105593668008,2.567120205370637,10.035079060025538,0.8329609942525911,0.08827371410661498,1000,301,45.5,45.985,0,0,8329.609942525913,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.0016638093397104551,0,9531.894422701771,0.0,0.0,0.0,24.618360688630833
46,3,10036.757065343072,0.0,9546.558088945378,0.946503778814948,2.0,2.0,10086.127813349001,0.6014158721480405,0.39939623144390296,0.7983121853560454,2.567120212372563,10.036757065343062,0.8329609942525911,0.08827371410661498,1000,301,45.5,45.985,0,0,8329.609942525913,8.39002658762029,2.517007976286086,1.6780053175240575,0,0.0,0.001663953264150968,0,9521.965372366052,0.0,0.0,0.0,24.59271657932575
